Nome,Nota,Data,Genêros,Material Fonte,Tipo,Número de episódios,Classificação,Posicionamento no ranking,Posicionamento de popularidade,Número de membros,Favoritos,Foto,Sinopse
Takopii no Genzai,8.76,"Jun 28, 2025 to Aug 2, 2025","['Drama', 'Sci-Fi']",Manga,ONA,6,R - 17+ (violence & profanity),#48,#910,"307,953","6,469",https://myanimelist.net/images/anime/1182/149879.jpg,"A squid-like creature, known as a Happian, leaves his home planet with the desire to spread happiness across the universe. He lands on Earth, but quickly finds himself in danger of captivity by its inhabitants. Fortunately, he is found by an unsmiling little girl named Shizuka Kuze, who feeds him and names him Takopii. Feeling indebted, Takopii decides to do everything in his power to bring a smile to her face.

The task is easier said than done, however. Shizuka is bullied by her classmates, she does not have a father, and her mother is never home—though the gravity of these issues flies over the naive Takopii's head. Even so, Shizuka does have one source of happiness: her dog Chappy. The connection Shizuka and Chappy share only increases Takopii's desire to make the girl smile.

While Takopii's attempts to lift Shizuka's spirits lead to unintended consequences, he is determined to take things into his own tentacles, test his understanding of human beings, and achieve his goal of spreading happiness.

[Written by MAL Rewrite]"
Cowboy Bebop,8.75,"Apr 3, 1998 to Apr 24, 1999","['Action', 'Award Winning', 'Sci-Fi']",Original,TV,26,R - 17+ (violence & profanity),#49,#42,"2,049,140","89,374",https://myanimelist.net/images/anime/4/19644.jpg,"Crime is timeless. By the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on Earth. These new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters.

Spike Spiegel and Jet Black pursue criminals throughout space to make a humble living. Beneath his goofy and aloof demeanor, Spike is haunted by the weight of his violent past. Meanwhile, Jet manages his own troubled memories while taking care of Spike and the Bebop, their ship. The duo is joined by the beautiful con artist Faye Valentine, odd child Edward Wong Hau Pepelu Tivrusky IV, and Ein, a bioengineered Welsh corgi.

While developing bonds and working to catch a colorful cast of criminals, the Bebop crew's lives are disrupted by a menace from Spike's past. As a rival's maniacal plot continues to unravel, Spike must choose between life with his newfound family or revenge for his old wounds.

[Written by MAL Rewrite]"
Bocchi the Rock!,8.73,"Oct 9, 2022 to Dec 25, 2022",['Comedy'],4-koma manga,TV,12,PG-13 - Teens 13 or older,#50,#292,"784,878","36,472",https://myanimelist.net/images/anime/1448/127956.jpg,"Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada. 

Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days.

[Written by MAL Rewrite]"
Gintama: The Final,9.05,"Jan 8, 2021","['Action', 'Comedy', 'Drama', 'Sci-Fi']",Manga,Movie,1,PG-13 - Teens 13 or older,#6,#1501,"183,105","4,653",https://myanimelist.net/images/anime/1245/116760.jpg,"Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu—who continue to press on in search of immortality—Gintoki returns to Edo.

Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana harvested by the wreckage of the Tendoshuu's ship in danger of detonating, the Yorozuya and their allies fight their enemies while the safety of Edo—and the rest of the world—hangs in the balance. Fulfilling the wishes of their teacher, Shouyou Yoshida's former students unite and relive their pasts one final time in an attempt to save their futures.

[Written by MAL Rewrite]"
Hibike! Euphonium 3,8.73,"Apr 7, 2024 to Jun 30, 2024",['Drama'],Novel,TV,13,PG-13 - Teens 13 or older,#51,#2424,"97,469","2,150",https://myanimelist.net/images/anime/1216/142086.jpg,"With the ensemble contest behind them, the members of the Kitauji High School concert band now aim to win a gold medal at the national competition. For third-year club president Kumiko Oumae and her friends, it is their last chance before graduation. Filled with anticipation and anxiety, Kumiko worries if she can successfully lead the band.

Amid her struggles, Kumiko encounters transfer student Mayu Kuroe. From her gentle demeanor to her talented euphonium skills, Mayu was a member of the Seira Girls' School concert band—a regular at nationals. While Mayu is friendly, Kumiko cannot help but have an indescribable feeling from their meeting.

As new members arrive and plans are set in motion, the club, with an insatiable hunger for a gold medal, learns what it truly takes to propel themselves to reach the national level.

[Written by MAL Rewrite]"
Kingdom 4th Season,8.73,"Apr 10, 2022 to Oct 2, 2022",['Action'],Manga,TV,26,R - 17+ (violence & profanity),#52,#2550,"89,939","1,201",https://myanimelist.net/images/anime/1566/122794.jpg,"Following the conclusion of the large-scale coalition campaign, the entirety of China is in a state of economic recovery. The victor of the battle, the state of Qin, is no different. There, the political parties led by Ying Zheng and Buwei Lü continue their inner conflict. Having played the role of king in the coalition battle, Zheng has the trust of the people—but Lü is far from out of the fight. In 18 months, he plans to interrupt Zheng's coming-of-age ceremony.

Meanwhile, a Zhao army numbering 20,000 troops has set out toward Qin. In the royal court, due to the lack of generals capable of responding to the incoming threat, Lü slyly suggests that Zheng take command. However, Cheng Jiao, Zheng's half-brother, volunteers instead. As they grew to trust each other during the coalition battle, Zheng now accepts Jiao as his replacement.

However, the Zhao forces retreat a mere half-day after clashing with Jiao's army. With trouble quickly brewing in the shadows, the internal struggle of Qin is only complicated further. There are only two men Zheng feels he can rely on: Bi, a general who commands 30,000 men; and Xin, the leader of the Fei Xin force.

[Written by MAL Rewrite]"
One Piece,8.73,"Oct 20, 1999 to ?","['Action', 'Adventure', 'Fantasy']",Manga,TV,Unknown,PG-13 - Teens 13 or older,#53,#17,"2,666,500","250,773",https://myanimelist.net/images/anime/1244/138851.jpg,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it.

The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many.

As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure.

[Written by MAL Rewrite]"
86 Part 2,8.72,"Oct 3, 2021 to Mar 19, 2022","['Drama', 'Sci-Fi']",Light novel,TV,12,R - 17+ (violence & profanity),#54,#385,"637,461","18,454",https://myanimelist.net/images/anime/1321/117508.jpg,"The disappearance of the Spearhead Squadron beyond the horizon does little to hide the intensity of the Republic of San Magnolia's endless propaganda. Vladilena Milizé continues to operate as ""Handler One,"" the commander of yet another dehumanized 86th faction's squadron in the continuous war against the Legion.

On the Western Front, Shinei Nouzen and his squad are quarantined in a military base controlled by the Federal Republic of Giad, formerly known as the Giadian Empire. The newly-established government grants the saved Eighty-Six full citizenship and freedom. Housed by the president Ernst Zimmerman himself, the group meets his adoptive daughter and the last Empress, Augusta Frederica Adel-Adler.

However, within the calm of this tender society, Shinei and his team feel that their purpose is on the battlefield. Before long, they are once again in the midst of the Legion's onslaught as a part of the Federacy's Nordlicht Squadron, accompanied by Augusta Frederica. But, as history repeats itself, they realize that no matter the side, death and pain on the front lines are the only comfort they know.

[Written by MAL Rewrite]"
Chi. Chikyuu no Undou ni Tsuite,8.72,"Oct 5, 2024 to Mar 15, 2025",['Drama'],Manga,TV,25,R - 17+ (violence & profanity),#55,#970,"288,773","7,406",https://myanimelist.net/images/anime/1749/145922.jpg,"Twelve-year-old prodigy Rafal believes in living rationally, so as to earn praise and respect from society while not being led astray by his emotions. To this end, he publicly states his intention to study theology—the academic field held in highest regard in early 15th century Poland. However, an encounter with a mysterious man upends Rafal's life, sparking an illogical desire to instead pursue his passion for astronomy.

Rafal is determined to prove the beauty and rationality of heliocentrism—the theory that the Earth revolves around the Sun. This belief is considered heretical by the powerful Church, which promotes geocentrism—the Sun revolving around the Earth—as the sole truth of the universe. Those whose beliefs do not align with the will of the Church suffer unfathomably gruesome consequences.

In pursuit of evidence for a heliocentric model of the universe, Rafal grapples with obtaining precise calculations and building empirical theories. His greatest challenge, however, lies in conducting this research discreetly—lest he wish to meet the same fate as other heretics.

[Written by MAL Rewrite]"
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.72,"Dec 17, 2022","['Comedy', 'Drama', 'Romance']",Manga,Movie,1,PG-13 - Teens 13 or older,#56,#722,"377,810","2,327",https://myanimelist.net/images/anime/1670/130060.jpg,"After their first kiss, Kaguya Shinomiya and Miyuki Shirogane are left unsure where their relationship stands. The troubling uncertainty of whether they could be considered an official couple unleashes newfound problems as both Kaguya and Shirogane struggle to sort out their feelings.

While the lovestruck student council officers fret, the Christmas season rolls around, and romance is in the air. In the face of widespread tenderness, Kaguya and Shirogane must endure their affectionate battle of wits once more. Should they reconcile their feelings for one another, they may find themselves within reach of what they have both been longing for so long: true love.

[Written by MAL Rewrite]"
Kingdom 5th Season,8.72,"Jan 14, 2024 to Mar 31, 2024",['Action'],Manga,TV,13,R - 17+ (violence & profanity),#57,#3179,"62,091",612,https://myanimelist.net/images/anime/1050/139641.jpg,Fifth season of Kingdom.
Mob Psycho 100 III,8.72,"Oct 6, 2022 to Dec 22, 2022","['Action', 'Comedy', 'Supernatural']",Web manga,TV,12,PG-13 - Teens 13 or older,#58,#253,"854,635","12,576",https://myanimelist.net/images/anime/1228/125011.jpg,"After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life—starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him.

However, new supernatural and ordinary challenges test Mob’s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long.

[Written by MAL Rewrite]"
Mushishi Zoku Shou 2nd Season,8.72,"Oct 19, 2014 to Dec 21, 2014","['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",Manga,TV,10,PG-13 - Teens 13 or older,#59,#950,"292,393","1,579",https://myanimelist.net/images/anime/9/68095.jpg,"Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.

[Written by MAL Rewrite]"
Tongari Boushi no Atelier,8.72,"Apr 6, 2026 to ?",['Fantasy'],Manga,TV,13,PG-13 - Teens 13 or older,#60,#1564,"176,118","1,347",https://myanimelist.net/images/anime/1726/155542.jpg,"Coco, a humble dressmaker's daughter, has always been fascinated by magic and the witches who cast it, despite the strict precautions they take to hide their methods from the public. However, when Coco takes advantage of a golden chance to spy on the skilled witch Qifrey, she realizes that her favorite picture book was a disguised magic book all along! In her excitement, she immediately starts testing out the various spells.

When a spell causes a disaster in her home, Qifrey rescues her just in time and decides to train her, realizing that she is the first lead he has found that could help him track down the Brimmed Caps—a dangerous group of heretics who experiment with forbidden body-altering magic and spread magical artifacts among the commoners. But before Coco and Qifrey can confront the Brimmed Caps, she is going to have to improve her magical skills and learn to get along with Qifrey's other apprentices. 

[Written by MAL Rewrite]"
Gintama°,9.05,"Apr 8, 2015 to Mar 30, 2016","['Action', 'Comedy', 'Sci-Fi']",Manga,TV,51,PG-13 - Teens 13 or older,#7,#349,"689,988","17,488",https://myanimelist.net/images/anime/3/72078.jpg,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.

[Written by MAL Rewrite]"
[Oshi no Ko] 3rd Season,8.72,"Jan 14, 2026 to Mar 25, 2026",['Drama'],Manga,TV,11,PG-13 - Teens 13 or older,#61,#1124,"249,220","1,877",https://myanimelist.net/images/anime/1979/153329.jpg,"Satisfied with his investigation of Lala Lai Theatrical Company, Aquamarine ""Aqua"" Hoshino shifts his focus from revenge to career growth and becomes a regular on the variety show Dig Deep! Chase the Impawsible. With memories of his mother still lingering in his mind, Aqua cuts contact with Kana Arima, leaving her unable to enjoy the surging popularity of her idol group, B-Komachi.

Meanwhile, following the bone-chilling discovery during B-Komachi's recent music video shoot, Aqua's sister, Ruby, resolves to solve the murders of those dearest to her. With the help of another soul still weighed down by Ai Hoshino's untimely demise, Ruby rises through the ranks, using any means necessary to get her way.

[Written by MAL Rewrite]"
Boku no Hero Academia: Final Season,8.71,"Oct 4, 2025 to Dec 13, 2025",['Action'],Manga,TV,11,PG-13 - Teens 13 or older,#62,#937,"296,593","2,827",https://myanimelist.net/images/anime/1959/151055.jpg,"The final stages of an all-out war between heroes and villains unfold as the world watches its symbols of peace and destruction collide. When All Might is critically injured, global fear takes hold as the fate of society hangs in the balance, and the threat of All For One and Tomura Shigaraki makes it clear that the conflict is far from over.

As hope begins to fade, Izuku ""Deku"" Midoriya stands at the forefront, refusing to let the war end in despair. Pushed beyond his limits and supported by Katsuki Bakugou and other heroes fighting beside him, Deku becomes the central force opposing collapse. The conflict becomes a defining turning point for society—one where the future will be entrusted to the victorious side.

[Written by MAL Rewrite]"
Code Geass: Hangyaku no Lelouch,8.71,"Oct 6, 2006 to Jul 29, 2007","['Award Winning', 'Drama', 'Sci-Fi']",Original,TV,25,R - 17+ (violence & profanity),#63,#22,"2,462,737","116,962",https://myanimelist.net/images/anime/1032/135088.jpg,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]"
Jujutsu Kaisen 2nd Season,8.71,"Jul 6, 2023 to Dec 28, 2023","['Action', 'Supernatural']",Manga,TV,23,R - 17+ (violence & profanity),#64,#107,"1,377,935","26,009",https://myanimelist.net/images/anime/1792/138022.jpg,"The year is 2006, and the halls of Tokyo Prefectural Jujutsu High School echo with the endless bickering and intense debate between two inseparable best friends. Exuding unshakeable confidence, Satoru Gojou and Suguru Getou believe there is no challenge too great for young and powerful Special Grade sorcerers such as themselves. They are tasked with safely delivering a sensible girl named Riko Amanai to the entity whose existence is the very essence of the jujutsu world. However, the mission plunges them into an exhausting swirl of moral conflict that threatens to destroy the already feeble amity between sorcerers and ordinary humans.

Twelve years later, students and sorcerers are the frontline defense against the rising number of high-level curses born from humans' negative emotions. As the entities grow in power, their self-awareness and ambition increase too. The curses unite for the common goal of eradicating humans and creating a world of only cursed energy users, led by a dangerous, ancient cursed spirit. To dispose of their greatest obstacle—the strongest sorcerer, Gojou—they orchestrate an attack at Shibuya Station on Halloween. Dividing into teams, the sorcerers enter the fight prepared to risk everything to protect the innocent and their own kind.

[Written by MAL Rewrite]"
Re:Zero kara Hajimeru Isekai Seikatsu 4th Season,8.71,"Apr 8, 2026 to ?","['Drama', 'Fantasy', 'Suspense']",Light novel,TV,19,R - 17+ (violence & profanity),#65,#1520,"180,909","1,231",https://myanimelist.net/images/anime/1540/155824.jpg,"In the deadly battle at the Watergate City of Priestella, Subaru and his allies barely emerged victorious—but their triumph came at a great cost. Through the ""Authority of Gluttony,"" Rem was put into suspended animation, while Crusch's memories and even Julius’s name were devoured. As he searches for a way to save them, Subaru learns of the ""wise man"" Shaula—an all-seeing being said to possess every form of knowledge. His next destination is the Pleiades Watchtower, home to a wise man, the farthest tower standing in the vast, uncharted desert known as the Auguria Dunes—a place so perilous that even the mightiest ""Sword Saint,"" Reinhard, failed to conquer it. The fury of nature, unknown magical beasts, and unimaginable dangers lie ahead. Together with his friends, Subaru embarks on a life-risking journey to reclaim what was lost.

(Source: Kadokawa)"
The First Slam Dunk,8.71,"Dec 3, 2022","['Award Winning', 'Sports']",Manga,Movie,1,PG-13 - Teens 13 or older,#66,#2811,"76,707","1,070",https://myanimelist.net/images/anime/1745/129284.jpg,"Shohoku's ""speedster"" and point guard, Ryouta Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. Born and raised in Okinawa, Ryouta had a brother who was three years older. Following in the footsteps of his older brother, who was a famous local player from a young age, Ryouta also became addicted to basketball.

In his second year of high school, Ryouta plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.

(Source: GKIDS, edited)"
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.70,"Jul 8, 2023 to Sep 30, 2023","['Action', 'Adventure', 'Supernatural']",Manga,TV,13,R - 17+ (violence & profanity),#67,#660,"409,843","5,071",https://myanimelist.net/images/anime/1164/138058.jpg,"After a brutal surprise attack by the forces of Quincy King Yhwach, the resident Reapers of the Soul Society lick their wounds and mourn their losses. Many of the surviving Soul Reaper captains train to battle without their Bankai, the ultimate technique wielded by the fiercest warriors.

In the previous assault, Ichigo Kurosaki narrowly managed to help fend off Yhwach's fearsome wrath. However, to ultimately defeat his godly adversary and save his allies, Ichigo must now undergo severe training that will push him beyond his physical, emotional, and mental limits.

Though Yhwach already holds the upper hand in this ongoing blood feud, he also successfully recruits Uryuu Ishida, Ichigo's close friend and rival, to be his successor. Yhwach strikes out once again at the weakened Soul Society, intent on finally obliterating his long-standing enemies. As Ichigo struggles to attain new power, the Soul Reaper captains fight for survival and borrowed time.

[Written by MAL Rewrite]"
Kimetsu no Yaiba: Yuukaku-hen,8.70,"Dec 5, 2021 to Feb 13, 2022","['Action', 'Supernatural']",Manga,TV,11,R - 17+ (violence & profanity),#68,#72,"1,730,705","25,136",https://myanimelist.net/images/anime/1908/120036.jpg,"The devastation of the Mugen Train incident still weighs heavily on the members of the Demon Slayer Corps. Despite being given time to recover, life must go on, as the wicked never sleep: a vicious demon is terrorizing the alluring women of the Yoshiwara Entertainment District. The Sound Hashira, Tengen Uzui, and his three wives are on the case. However, when he soon loses contact with his spouses, Tengen fears the worst and enlists the help of Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira to infiltrate the district's most prominent houses and locate the depraved Upper Rank Demon.

[Written by MAL Rewrite]"
Shiguang Dailiren,8.70,"Apr 30, 2021 to Jul 9, 2021","['Drama', 'Mystery', 'Suspense']",Original,ONA,11,PG-13 - Teens 13 or older,#69,#542,"477,905","14,834",https://myanimelist.net/images/anime/1135/114867.jpg,"It is said that a picture is worth a thousand words. In this case, it holds an infinite amount of secrets. These are secrets that only Cheng Xiaoshi and Lu Guang are able to find. In a small shop called ""Time Photo Studio,"" the two friends provide a special service: using their extraordinary powers that let them enter photographs, they jump into pictures brought to them by clients in order to grant their wishes. Through the eyes of the photographer, they live through the events surrounding the picture and try to decipher how to solve their client's request.

But every time they jump into a picture, they take a great risk. One wrong move and they could alter the future of the person who took the picture... and possibly countless other events too. So when the events they are forced to live through in these pictures start to become personal, it will take the utmost strength to push their feelings aside and focus on accomplishing the task they were paid to do.

[Written by MAL Rewrite]"
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.70,"Jan 7, 2017 to Mar 25, 2017",['Drama'],Manga,TV,12,PG-13 - Teens 13 or older,#70,#1376,"201,903","3,237",https://myanimelist.net/images/anime/1493/124765.jpg,"Even after having risen to the utmost rank of shin'uchi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.

[Written by MAL Rewrite]"
Shingeki no Kyojin Season 3 Part 2,9.05,"Apr 29, 2019 to Jul 1, 2019","['Action', 'Drama', 'Suspense']",Manga,TV,10,R - 17+ (violence & profanity),#8,#20,"2,579,916","63,043",https://myanimelist.net/images/anime/1517/100633.jpg,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]"
Boku no Kokoro no Yabai Yatsu 2nd Season,8.69,"Jan 7, 2024 to Mar 31, 2024","['Comedy', 'Romance']",Manga,TV,13,PG-13 - Teens 13 or older,#71,#914,"306,687","6,124",https://myanimelist.net/images/anime/1643/138581.jpg,"After an eventful winter break, Kyoutarou Ichikawa and Anna Yamada reunite with a stronger bond. They continue to grow in their own ways, with Yamada taking on more challenging photoshoots and Ichikawa maturing both physically and emotionally as he tackles his affections for Yamada. However, spending time together outside of school allows for their relationship to deepen, and it becomes increasingly difficult to deny their budding romantic feelings.

Grappling with these unexpected and new emotions, Ichikawa and Yamada realize that, with the passage of time, their relationship is bound to change—and they must ultimately decide whether they wish to remain close friends or finally become a couple.

[Written by MAL Rewrite]"
Mushishi Zoku Shou,8.69,"Apr 5, 2014 to Jun 21, 2014","['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",Manga,TV,10,PG-13 - Teens 13 or older,#72,#859,"326,363","1,647",https://myanimelist.net/images/anime/13/58533.jpg,"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi.

During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind.

[Written by MAL Rewrite]"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.69,"Feb 20, 1999 to Sep 22, 1999","['Action', 'Drama', 'Romance']",Manga,OVA,4,R - 17+ (violence & profanity),#73,#951,"292,333","6,452",https://myanimelist.net/images/anime/1656/137618.jpg,"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.

[Written by MAL Rewrite]"
Violet Evergarden,8.69,"Jan 11, 2018 to Apr 5, 2018",['Drama'],Light novel,TV,13,PG-13 - Teens 13 or older,#74,#46,"1,989,095","68,940",https://myanimelist.net/images/anime/1795/95088.jpg,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.

[Written by MAL Rewrite]"
Great Teacher Onizuka,8.68,"Jun 30, 1999 to Sep 17, 2000",['Comedy'],Manga,TV,43,R - 17+ (violence & profanity),#75,#221,"917,566","28,687",https://myanimelist.net/images/anime/13/11460.jpg,"Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous.

Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way.

Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.

[Written by MAL Rewrite]"
Tu Bian Yingxiong X,8.68,"Apr 6, 2025 to Sep 14, 2025",['Action'],Original,ONA,24,PG-13 - Teens 13 or older,#76,#1161,"243,840","5,137",https://myanimelist.net/images/anime/1492/150628.jpg,"This is a world where heroes are created by people's trust, and the hero who has received the most trust is known as ""X."" In this world, people's trust can be calculated by data, and these values will be reflected on everyone's wrist. As long as enough trust points are obtained, ordinary people can also have superpowers and become superheroes that save the world. However, the ever-changing trust value makes the hero's path full of unknowns...

(Source: Bilibili, translated)"
